mol%,MolWt,ExactMolWt,LogP,TPSA,LabuteASA,NumHAcceptors,NumHDonors,NumRotatableBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRings,FractionCSP3,HeavyAtomCount,RotatableBondRatio,NumBonds,NumHydroxyl,NumEster,NumCarboxylate,NumEther,NumCO,BalabanJ,BertzCT,Chi0,Chi1,Kappa1,NumDisulfide,NumCarbonate,NumArylEther,NumBenzene,NumFuran,CrosslinkingPotential,AromaticAtomRatio,Cat_MolWt,Cat_LogP,Cat_TPSA,Cat_NumHAcceptors,Cat_NumHDonors,Cat_NumRotatableBonds,Cat_NumAromaticRings,Cat_NumRings,Cat_Kappa1,Cat_Chi1,Cat_NumMetalAtoms,Cat_NumN,Cat_NumS,Cat_CoordinationPotential,Cat_N_Heterocycle,Cat_Concentration,Ratio_A,Ratio_B,Ratio_PTA,Polarity_Diff_AB,LogP_Diff_AB,Total_Crosslink_Potential,Rigidity_Flexibility_Balance
0.02,424.538285714286,424.1450232525722,1.4616000000000036,112.59428571428568,209.61169390490863,10.0,1.7142857142857142,19.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.7330612244897958,27.42857142857143,0.3384002907360909,56.14285714285714,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.835633849202085,1539.5774937765143,45.94584610030945,24.42702036021545,5.498211265993213,0.8571428571428571,0.0,0.0,0.0,0.5714285714285714,0.1847543760587238,0.0978260869565217,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,96.29999999999995,1.392499999999994,0.1847543760587238,0.309901738473167
0.02,447.4200000000003,447.0096560377151,1.7998285714285742,116.34857142857142,220.9934789292541,10.285714285714285,1.7142857142857142,19.57142857142857,0.8571428571428571,0.0,0.0,0.8571428571428571,0.7102040816326529,29.142857142857142,0.3330235246450391,59.28571428571428,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.353975464039928,1696.6477185129525,48.09341977400804,25.726605328357337,5.889465103819234,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1773009599096555,0.124223602484472,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,109.43999999999996,0.2086999999999962,0.1773009599096555,0.3989841813786983
0.02,451.4277142857146,451.0141274845722,1.960114285714288,116.34857142857142,223.61487410489195,10.285714285714285,1.7142857142857142,19.857142857142858,0.8571428571428571,0.0,0.0,0.8571428571428571,0.7138907175773535,29.42857142857143,0.333157129641866,60.14285714285714,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.395322033510968,1727.2465489562098,48.80770548829376,26.08374818550019,5.899534248385148,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1762437377608515,0.122902074798467,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,109.43999999999996,0.3523000000000016,0.1762437377608515,0.3945578231292516
0.02,455.4354285714289,455.0185989314293,2.009857142857145,116.34857142857142,226.2362692805297,10.285714285714285,1.7142857142857142,20.142857142857142,0.8571428571428571,0.0,0.0,0.8571428571428571,0.7173469387755101,29.714285714285715,0.333282470412085,61.0,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.4377650768070325,1752.268599288976,49.52199120257947,26.44089104264305,5.911144441536496,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1752305665349143,0.1216356107660455,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,109.43999999999996,0.5264000000000026,0.1752305665349143,0.390333552775949
0.02,445.1411428571431,444.72684768342936,2.034914285714288,108.84,221.47389528441212,9.714285714285714,1.7142857142857142,19.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6816326530612244,29.142857142857142,0.3267440897941757,59.28571428571428,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.3999782197008805,1705.5306044247343,48.06347334954673,25.780426483554614,5.8313235087174125,0.8571428571428571,0.0,0.0,0.5714285714285714,0.2857142857142857,0.1773009599096555,0.1366459627329192,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,83.15999999999997,0.6141000000000014,0.1773009599096555,0.4552893621216602
0.02,433.398285714286,433.0006176160007,1.5276571428571462,116.94285714285712,213.1080280201585,10.285714285714285,1.7142857142857142,19.57142857142857,0.5714285714285714,0.0,0.0,0.5714285714285714,0.7402040816326529,28.0,0.3447382296383598,57.0,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.634828541780994,1551.9258341758482,46.6135213269333,24.78688122421369,5.69361699405081,0.8571428571428571,0.0,0.0,0.0,0.5714285714285714,0.1807792207792207,0.0928571428571428,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,81.07999999999996,1.6236999999999937,0.1807792207792207,0.2808201058201058
0.02,456.2800000000003,455.8652504011436,1.865885714285717,120.69714285714284,224.4898130445041,10.571428571428571,1.7142857142857142,20.142857142857142,0.8571428571428571,0.0,0.0,0.8571428571428571,0.7173469387755101,29.714285714285715,0.339361463547308,60.14285714285714,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.153170156618838,1708.996058912286,48.76109500063189,26.08646619235558,6.084870831876831,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1733258046301524,0.1192546583850931,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,94.21999999999996,0.4398999999999959,0.1733258046301524,0.3699025487256372
0.02,460.2877142857146,459.8697218480008,2.0261714285714305,120.69714285714284,227.11120822014183,10.571428571428571,1.7142857142857142,20.428571428571427,0.8571428571428571,0.0,0.0,0.8571428571428571,0.7210335747202106,30.0,0.3394950685441349,61.0,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.194516726089876,1739.5948893555435,49.475380714917605,26.443609049498438,6.094939976442745,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1722685824813484,0.1179331306990881,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,94.21999999999996,0.1211000000000019,0.1722685824813484,0.3654761904761905
0.02,464.29542857142894,463.874193294858,2.0759142857142883,120.69714285714284,229.7326033957796,10.571428571428571,1.7142857142857142,20.71428571428571,0.8571428571428571,0.0,0.0,0.8571428571428571,0.7244897959183673,30.285714285714285,0.339620409314354,61.85714285714285,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.236959769385942,1764.61693968831,50.18966642920332,26.800751906641292,6.106550169594092,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.1712554112554112,0.1166666666666666,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,94.21999999999996,0.2952000000000029,0.1712554112554112,0.3612519201228878
0.02,454.0011428571431,453.58244204685786,2.1009714285714307,113.1885714285714,224.9702293996621,10.0,1.7142857142857142,19.57142857142857,0.8571428571428571,0.0,0.0,0.8571428571428571,0.6887755102040816,29.714285714285715,0.3330820286964446,60.14285714285714,1.7142857142857142,2.571428571428571,0.0,2.571428571428571,2.571428571428571,5.1991729122797885,1717.8789448240684,48.73114857617058,26.140287347552857,6.02672923677501,0.8571428571428571,0.0,0.0,0.5714285714285714,0.2857142857142857,0.1733258046301524,0.1316770186335403,139.20200000000003,0.0413999999999999,27.63,3.0,1.0,0.0,0.0,2.0,6.011043433905771,4.9663264951887856,0.0,3.0,0.0,3.0,0.0,0.02,0.2857142857142857,0.2857142857142857,0.4285714285714285,67.93999999999997,0.3829000000000017,0.1733258046301524,0.4262077294685991
